	text	labels_0	labels_1	labels_2	labels_3	labels_4	labels_5	labels_6	labels_7	labels_8	labels_9	labels_10	labels_11	labels_12	labels_13	labels_14	labels_15
1534	Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente.	('AMBIENCE', 'NEGATIVE', 'Ambiente')	('SERVICE', 'NEGATIVE', 'Betreiber')														
1535	Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente.	ag	sg														
1536	Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.	('AMBIENCE', 'POSITIVE', 'Abendsonne')	('AMBIENCE', 'POSITIVE', 'Treiben')														
1537	Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.	ag	ag														
1538	Wenn man ein Kaffeehaus betreibt, sollte die Kaffeequalität für sich sprechen.	('FOOD', 'NEGATIVE', 'NULL')															
1539	Wenn man ein Kaffeehaus betreibt, sollte die Kaffeequalität für sich sprechen.	dq															
1540	Wenn man in der Nähe ist, kann man hier gut hingehen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1541	Wenn man in der Nähe ist, kann man hier gut hingehen.	rg															
1542	Wenn man sich für Tapas beim LOC entscheidet, möchte man auch entsprechende Tapas bekommen.	('FOOD', 'NEGATIVE', 'Tapas')															
1543	Wenn man sich für Tapas beim LOC entscheidet, möchte man auch entsprechende Tapas bekommen.	fq															
1544	Wenn wir mal wieder in LOC sind, werden wir sicher wieder da essen gehen ☺️	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1545	Wenn wir mal wieder in LOC sind, werden wir sicher wieder da essen gehen ☺️	rg															
1546	Wenn wir wieder einmal in LOC sind, kommen wir gerne wieder.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1547	Wenn wir wieder einmal in LOC sind, kommen wir gerne wieder.	rg															
1548	Wer einen schönen Abend mit gutem Essen und in angenehmer Atmosphäre verbringen will , ist hier fehl am Platz.	('FOOD', 'POSITIVE', 'Essen')	('AMBIENCE', 'POSITIVE', 'Atmosphäre')														
1549	Wer einen schönen Abend mit gutem Essen und in angenehmer Atmosphäre verbringen will , ist hier fehl am Platz.	fq	ag														
1550	Wer etwas besonderes sucht und das gewiss Etwas, ist hier richtig: charmantes, unaufdringliches Flair, familiäre und persönliche Atmosphäre und besondere, überwiegend unbekannte Nudelspezalitäten.	('AMBIENCE', 'POSITIVE', 'Flair')	('AMBIENCE', 'POSITIVE', 'Atmosphäre')	('FOOD', 'POSITIVE', 'Nudelspezalitäten')													
1551	Wer etwas besonderes sucht und das gewiss Etwas, ist hier richtig: charmantes, unaufdringliches Flair, familiäre und persönliche Atmosphäre und besondere, überwiegend unbekannte Nudelspezalitäten.	ag	ag	fq													
1552	Wer hier - auch angesichts der Konkurrenz im Umfeld - moderne Fischküche erwartet, wird ebenso enttäuscht wie diejenigen, die angesichts des Preisniveaus auch bei Klassikern (z.B. der Hummer-Bisque) Raffinesse erwarten.	('PRICE', 'NEGATIVE', 'Preisniveaus')	('FOOD', 'NEGATIVE', 'Klassikern')	('FOOD', 'NEGATIVE', 'Hummer-Bisque')	('FOOD', 'NEGATIVE', 'Fischküche')												
1553	Wer hier - auch angesichts der Konkurrenz im Umfeld - moderne Fischküche erwartet, wird ebenso enttäuscht wie diejenigen, die angesichts des Preisniveaus auch bei Klassikern (z.B. der Hummer-Bisque) Raffinesse erwarten.	rp	fp	fp	fq												
1554	Wer in LOC gerne LOC isst, dem sei das „RESTAURANT_NAME“ empfohlen!	('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')															
1555	Wer in LOC gerne LOC isst, dem sei das „RESTAURANT_NAME“ empfohlen!	rg															
1556	Wer meint er müsse es unbedingt gesehen haben, kann auf eine Mass oder Halbe hier einkehren, aber zum Essen würde ich jedermann unbedingt eine anderes Lokal, von denen es genügend in der näheren Umgebung, gibt empfehlen.	('FOOD', 'NEGATIVE', 'Essen')															
1557	Wer meint er müsse es unbedingt gesehen haben, kann auf eine Mass oder Halbe hier einkehren, aber zum Essen würde ich jedermann unbedingt eine anderes Lokal, von denen es genügend in der näheren Umgebung, gibt empfehlen.	fq															
1558	Wer sich bestrafen möchten bestellt ein Steak Tartare.	('FOOD', 'NEGATIVE', 'Steak Tartare')															
1559	Wer sich bestrafen möchten bestellt ein Steak Tartare.	fq															
1560	Wer’s zünftig, laut und gesellig mag, der ist hier richtig.	('AMBIENCE', 'POSITIVE', 'NULL')															
1561	Wer’s zünftig, laut und gesellig mag, der ist hier richtig.	ag															
1562	Wie schon oben beschrieben kann man hier nett sitzen, zum essen würde ich lieber beim nächsten Besuch in LOC ein anderes Restaurant besuchen.	('AMBIENCE', 'POSITIVE', 'NULL')	('FOOD', 'NEGATIVE', 'essen')														
1563	Wie schon oben beschrieben kann man hier nett sitzen, zum essen würde ich lieber beim nächsten Besuch in LOC ein anderes Restaurant besuchen.	ag	fq														
1564	Wir fanden keinen Pfifferling, nur etwas fleischfaseriges als Belag und Schnittlauch statt Frühlingszwiebeln!	('FOOD', 'NEGATIVE', 'fleischfaseriges')	('FOOD', 'NEGATIVE', 'Schnittlauch')														
1565	Wir fanden keinen Pfifferling, nur etwas fleischfaseriges als Belag und Schnittlauch statt Frühlingszwiebeln!	fq	fq														
1566	Wir fragten nach wo sie bleiben und bekamen eine unfreundliche Antwort- wenn wir keine Zeit haben sollen wir gehen.	('SERVICE', 'NEGATIVE', 'NULL')															
1567	Wir fragten nach wo sie bleiben und bekamen eine unfreundliche Antwort- wenn wir keine Zeit haben sollen wir gehen.	sg															
1568	Wir freuen uns auf ein Wiedersehen!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1569	Wir freuen uns auf ein Wiedersehen!	rg															
1570	Wir haben Entrecotes/Filets, dazu superfeine Beilagen (zB Stampf, Schlotze oder Spinat) gegessen, im Nachgang noch die Spaghetti mit Tomatensauce (Eis-Dessert).	('FOOD', 'POSITIVE', 'Beilagen')	('FOOD', 'POSITIVE', 'Stampf')	('FOOD', 'POSITIVE', 'Schlotze')	('FOOD', 'POSITIVE', 'Spinat')												
1571	Wir haben Entrecotes/Filets, dazu superfeine Beilagen (zB Stampf, Schlotze oder Spinat) gegessen, im Nachgang noch die Spaghetti mit Tomatensauce (Eis-Dessert).	fq	fq	fq	fq												
1572	Wir haben bei dem herrlichen Wetter draußen gesessen.	('AMBIENCE', 'POSITIVE', 'Wetter')															
1573	Wir haben bei dem herrlichen Wetter draußen gesessen.	ag															
1574	Wir haben bisher immer sehr gut gegessen egal was wir von der Standardkarte oder der Tageskarte gegessen haben.	('FOOD', 'POSITIVE', 'NULL')															
1575	Wir haben bisher immer sehr gut gegessen egal was wir von der Standardkarte oder der Tageskarte gegessen haben.	fq															
1576	Wir haben da dann offensichtlich einen schlechten Tag erwischt.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1577	Wir haben da dann offensichtlich einen schlechten Tag erwischt.	rg															
1578	Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden.	('SERVICE', 'NEGATIVE', 'NULL')															
1579	Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden.	sg															
1580	Wir haben einen tollen Abend verlebt mit nettem Personal und tollen Steaks.	('SERVICE', 'POSITIVE', 'Personal')	('FOOD', 'POSITIVE', 'Steaks')														
1581	Wir haben einen tollen Abend verlebt mit nettem Personal und tollen Steaks.	sg	fq														
1582	Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1583	Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend.	rg															
1584	Wir haben uns quer durchs Angebot geschlemmt und wurden nicht enttäuscht!	('FOOD', 'POSITIVE', 'Angebot')															
1585	Wir haben uns quer durchs Angebot geschlemmt und wurden nicht enttäuscht!	fq															
1586	Wir haben uns sehr wohl gefühlt , tolle Atmosphäre !	('AMBIENCE', 'POSITIVE', 'Atmosphäre')															
1587	Wir haben uns sehr wohl gefühlt , tolle Atmosphäre !	ag															
1588	Wir haben uns sehr wohl gefühlt und werden wieder kommen!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1589	Wir haben uns sehr wohl gefühlt und werden wieder kommen!	rg															
1590	Wir haben uns von der ersten Minute an sehr wohl gefühlt.	('AMBIENCE', 'POSITIVE', 'NULL')															
1591	Wir haben uns von der ersten Minute an sehr wohl gefühlt.	ag															
1592	Wir haben über 90 Minuten gewartet, bis wir unser Essen bekommen haben.	('SERVICE', 'NEGATIVE', 'NULL')															
1593	Wir haben über 90 Minuten gewartet, bis wir unser Essen bekommen haben.	sg															
1594	Wir haben über eine Stunde auf unser Essen warten müssen.	('SERVICE', 'NEGATIVE', 'NULL')															
1595	Wir haben über eine Stunde auf unser Essen warten müssen.	sg															
1596	Wir hatten alle eine Schweinshaxe, die ruckzuck und noch vor den Getränken (!)	('SERVICE', 'POSITIVE', 'NULL')															
1597	Wir hatten alle eine Schweinshaxe, die ruckzuck und noch vor den Getränken (!)	sg															
1598	Wir hatten andere, bzw. bessere Erinnerungen von diesem Restaurant.	('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')															
1599	Wir hatten andere, bzw. bessere Erinnerungen von diesem Restaurant.	rg															
1600	Wir hatten ein Mittagessen mit dem Kollegium geplant, Essen war im Voraus bestellt, wie mit dem Geschäftsführer vereinbart und vor Ort wusste man von nichts.	('SERVICE', 'NEGATIVE', 'NULL')															
1601	Wir hatten ein Mittagessen mit dem Kollegium geplant, Essen war im Voraus bestellt, wie mit dem Geschäftsführer vereinbart und vor Ort wusste man von nichts.	sg															
1602	Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.	('AMBIENCE', 'POSITIVE', 'NULL')															
1603	Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.	ag															
1604	Wir hatten für 15 Personen einen Tisch reserviert und mussten trotzdem 20 min warten, obwohl wir pünktlich da waren.	('SERVICE', 'NEGATIVE', 'NULL')															
1605	Wir hatten für 15 Personen einen Tisch reserviert und mussten trotzdem 20 min warten, obwohl wir pünktlich da waren.	sg															
1606	Wir hatten zunächst eine Gans zu Weihnachten, die war spektakulär und braucht keinen Vergleich zu scheuen.	('FOOD', 'POSITIVE', 'Gans')															
1607	Wir hatten zunächst eine Gans zu Weihnachten, die war spektakulär und braucht keinen Vergleich zu scheuen.	fq															
1608	Wir hatten zwei wunderschöne Abende und alles hat gepasst.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1609	Wir hatten zwei wunderschöne Abende und alles hat gepasst.	rg															
1610	Wir kommen erst Mal laaange Zeit nicht mehr.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1611	Wir kommen erst Mal laaange Zeit nicht mehr.	rg															
1612	Wir kommen gern wieder.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1613	Wir kommen gern wieder.	rg															
1614	Wir kommen gerne wieder	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1615	Wir kommen gerne wieder	rg															
1616	Wir kommen jederzeit gern wieder.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1617	Wir kommen jederzeit gern wieder.	rg															
1618	Wir kommen nicht wieder.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1619	Wir kommen nicht wieder.	rg															
1620	Wir konnten uns von der vorzüglichen Qualität der regionalen und selbst gemachten Produkte überzeugen.	('FOOD', 'POSITIVE', 'Produkte')															
1621	Wir konnten uns von der vorzüglichen Qualität der regionalen und selbst gemachten Produkte überzeugen.	fq															
1622	Wir können das Restaurant auf jeden Fall empfehlen.	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')															
1623	Wir können das Restaurant auf jeden Fall empfehlen.	rg															
1624	Wir mussten fast 2 Stunden auf den Hauptgang warten!	('SERVICE', 'NEGATIVE', 'NULL')															
1625	Wir mussten fast 2 Stunden auf den Hauptgang warten!	sg															
1626	Wir nahmen Platz und nichts geschah.	('SERVICE', 'NEGATIVE', 'NULL')															
1627	Wir nahmen Platz und nichts geschah.	sg															
1628	Wir sind immer wieder gerne zu Gast in der RESTAURANT_NAME :)	('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')															
1629	Wir sind immer wieder gerne zu Gast in der RESTAURANT_NAME :)	rg															
1630	Wir sind maximal enttäuscht und werden uns überlegen, ob wir wirklich nochmal hingehen.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1631	Wir sind maximal enttäuscht und werden uns überlegen, ob wir wirklich nochmal hingehen.	rg															
1632	Wir verbrachten einen gemütlichen Abend im "RESTAURANT_NAME".	('AMBIENCE', 'POSITIVE', 'NULL')															
1633	Wir verbrachten einen gemütlichen Abend im "RESTAURANT_NAME".	rg															
1634	Wir waren begeistert und können das Lokal absolut weiterempfehlen	('GENERAL-IMPRESSION', 'POSITIVE', 'Lokal')															
1635	Wir waren begeistert und können das Lokal absolut weiterempfehlen	rg															
1636	Wir waren enttäuscht über die so hochgelobte RESTAURANT_NAME.	('GENERAL-IMPRESSION', 'NEGATIVE', 'RESTAURANT_NAME')															
1637	Wir waren enttäuscht über die so hochgelobte RESTAURANT_NAME.	rg															
1638	Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1639	Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.	rg															
1640	Wir waren hier essen und mit der Qualität des Essens wirklich super zufrieden.	('FOOD', 'POSITIVE', 'Essens')															
1641	Wir waren hier essen und mit der Qualität des Essens wirklich super zufrieden.	fq															
1642	Wir waren hier zum Mittagessen und wurden eher enttäuscht.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1643	Wir waren hier zum Mittagessen und wurden eher enttäuscht.	rg															
1644	Wir waren jetzt schon zum 4 Mal hier im Augustiner und es ist für uns immer eine Anlaufstelle in LOC.	('GENERAL-IMPRESSION', 'POSITIVE', 'Augustiner')															
1645	Wir waren jetzt schon zum 4 Mal hier im Augustiner und es ist für uns immer eine Anlaufstelle in LOC.	rg															
1646	Wir waren mit unserer Tochter dort und wurden leider schwer enttäuscht.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1647	Wir waren mit unserer Tochter dort und wurden leider schwer enttäuscht.	rg															
1648	Wir waren sehr enttäuscht, konnten aber über Open Table einen Tisch in einem anderen Stuttgarter Restaurant (Weinsteige) bekommen, wo problemlos auf alle Allergien eingegangen wurde (Trotz festem Menu!)	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1649	Wir waren sehr enttäuscht, konnten aber über Open Table einen Tisch in einem anderen Stuttgarter Restaurant (Weinsteige) bekommen, wo problemlos auf alle Allergien eingegangen wurde (Trotz festem Menu!)	rm															
1650	Wir waren sehr unzufrieden, werden auch nicht mehr zu Gast sein.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1651	Wir waren sehr unzufrieden, werden auch nicht mehr zu Gast sein.	rg															
1652	Wir waren uns einig: Sooo schlecht wir hier, war das Paket noch nie !	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1653	Wir waren uns einig: Sooo schlecht wir hier, war das Paket noch nie !	rg															
1654	Wir waren vom Ambiente und der warmen Herzlichkeit sehr angetan und haben uns sofort sehr wohl und sehr gut gefühlt.	('AMBIENCE', 'POSITIVE', 'Ambiente')	('SERVICE', 'POSITIVE', 'Herzlichkeit')														
1655	Wir waren vom Ambiente und der warmen Herzlichkeit sehr angetan und haben uns sofort sehr wohl und sehr gut gefühlt.	ag	sg														
1656	Wir waren zufrieden, für den starken Geschäftsgang, kann das Restaurant ja nichts.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1657	Wir waren zufrieden, für den starken Geschäftsgang, kann das Restaurant ja nichts.	rg															
1658	Wir werden das Restaurant sicherlich noch einige Male besuchen.	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')															
1659	Wir werden das Restaurant sicherlich noch einige Male besuchen.	rg															
1660	Wir werden nach unserem eigenen Erlebnis nicht mehr dort hingehen.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1661	Wir werden nach unserem eigenen Erlebnis nicht mehr dort hingehen.	rg															
